sunglasses,86403,361.193,52.7064,6.60479
sunglasses,85970,360.001,52.6167,6.58084
sunglasses,86303,364.789,52.161,6.72727
sunglasses,85511,363.351,51.8841,6.7561
sunglasses,86394,365.546,52.1062,6.73939
sunglasses,85636,363.878,51.8839,6.7622
sunglasses,86749,366.215,52.2107,6.6988
sunglasses,86947,367.11,52.209,6.71687
sunglasses,86432,365.854,52.0779,6.73333
sunglasses,86083,365.2,51.955,6.72121
staple,77948,311.28,56.0454,4.65455,77065.5
staple,78030,311.243,56.1507,4.64242,77145.5
staple,78305,311.451,56.2553,4.64848,77423
staple,78322,311.528,56.2449,4.64848,77440.5
staple,77959,311.246,56.0712,4.67683,77080
staple,78356,311.709,56.3027,4.64848,77475
staple,78001,311.228,56.1026,4.64848,77116.5
staple,77677,311.01,55.8356,4.67683,76798.5
staple,78176,311.405,56.2434,4.64848,77296
staple,77965,311.107,56.0244,4.64848,77084.5
staple,78287,311.729,56.285,4.64848,77405.5
staple,78133,311.464,56.193,4.64848,77252
staple,77944,311,56.0249,4.64242,77065
staple,77930,311.136,56.0745,4.67073,77051
staple,78104,311.36,56.2108,4.64242,77223
staple,78295,311.397,56.2772,4.64242,77414.5
staple,78154,311.136,56.1935,4.64242,77273.5
staple,78025,311.072,56.1401,4.64242,77145
staple,78175,311.32,56.2243,4.64242,77294
staple,78031,311.102,56.1533,4.64242,77151
staple,77933,311.031,56.0318,4.64242,77053.5
staple,77922,311.016,56.082,4.64242,77040
staple,77732,310.747,55.8786,4.67073,76849.5
staple,78291,311.461,56.3103,4.64242,77407
staple,77808,310.645,56.0327,4.64242,76928
staple,77510,310.279,55.8348,4.66463,76631.5
staple,77866,310.313,56.1909,4.62424,76988
staple,77693,310.158,56.0435,4.6303,76816
ncharger,77147,309.815,55.938,4.64634,76268
charger,77175,310.037,56.0372,4.64634,76295
charger,76699,309.317,55.6738,4.64634,75821.5
charger,77063,309.545,55.9868,4.64634,76236
charger,77408,310.059,56.1518,4.61818,76529
charger,77448,309.987,56.131,4.61818,76567
charger,77218,309.954,56.0513,4.64634,76340
charger,77353,310.058,56.0963,4.64634,76474.5
charger,77320,309.875,56.1067,4.64634,76482
charger,77322,309.536,56.1769,4.64634,76518
charger,77578,310.046,56.3107,4.61818,76695.5
charger,77519,309.945,56.1798,4.61818,76671
charger,77270,309.821,56.0871,4.64634,76423
charger,77269,309.796,56.0661,4.64634,76386
charger,76878,309.262,55.7107,4.64634,75998.5
charger,77547,310.274,56.2106,4.61818,76665.5
charger,77622,310.137,56.2117,4.65244,76767.5
charger,77304,310.143,56.0575,4.65244,76423.5
charger,77220,309.933,55.9725,4.64634,76339.5
charger,77379,305.555,56.9933,4.50602,76518
charger,78793,311.243,56.9185,4.60241,77916
charger,78902,311.568,56.9867,4.60241,78021
charger,79144,311.692,57.0908,4.59639,78268
charger,79051,311.687,57.0651,4.60241,78174
charger,79041,311.623,57.0192,4.59639,78163
charger,79164,311.877,57.1758,4.59639,78287.5
charger,79363,312.02,57.2505,4.60241,78483
ncharger,78807,310.017,57.2522,4.57831,77933
charger,78984,310.718,57.2189,4.57831,78111
charger,78866,310.689,57.152,4.58434,77993
charger,79107,310.977,57.323,4.58434,78232
charger,78948,310.835,57.1585,4.62424,78066.5
charger,79036,310.837,57.2276,4.58434,78162
charger,78840,310.541,57.0646,4.59036,77963
charger,78494,310.288,56.868,4.61212,77622
charger,78998,310.911,57.2168,4.57831,78125
charger,79018,310.844,57.2107,4.59036,78141.5
sunglasses,78252,309.734,56.8613,4.60606,77447
sunglasses,78522,309.73,57.0716,4.57831,77717.5
sunglasses,78269,309.409,56.8469,4.60606,77458
sunglasses,78225,309.548,56.8936,4.6,77407.5
sunglasses,78417,309.713,57.0385,4.60606,77598.5
sunglasses,78298,309.407,56.8521,4.6,77487
sunglasses,78296,309.413,56.8795,4.60606,77491.5
sunglasses,78483,309.832,57.0719,4.60606,77684
sunglasses,78495,309.825,57.1291,4.58434,77730.5
sunglasses,78424,309.537,56.9417,4.60606,77613.5
sunglasses,78149,309.305,56.8454,4.60606,77338
sunglasses,78687,310.068,57.2672,4.58434,77874
sunglasses,78103,309.238,56.8072,4.60606,77299
sunglasses,78430,309.609,56.9886,4.60606,77625
nsunglasses,78031,309.307,56.8396,4.60606,77241
sunglasses,78162,309.429,56.8703,4.60606,77351.5
sunglasses,78228,309.555,56.9145,4.57831,77423.5
sunglasses,78505,309.865,57.1624,4.57229,77706.5
sunglasses,78284,309.352,56.852,4.61212,77471.5
sunglasses,78313,309.736,56.998,4.58434,77500.5
sunglasses,77998,309.63,56.6493,4.61818,77179
sunglasses,78143,309.827,56.6931,4.61818,77336.5
sunglasses,78507,310.241,56.9606,4.59036,77692.5
sunglasses,78554,310.367,57.1122,4.59036,77765.5
sunglasses,78165,309.825,56.6934,4.61818,77358.5
sunglasses,78098,309.566,56.6589,4.61212,77285
sunglasses,78037,309.812,56.7002,4.61212,77156.5
sunglasses,78382,309.948,56.7662,4.58434,77575.5
sunglasses,78374,310.532,56.7175,4.6303,77558
sunglasses,78386,310.672,56.733,4.6303,77577
sunglasses,79095,311.327,57.194,4.60241,78277.5
sunglasses,78735,310.892,56.8766,4.59036,77926
sunglasses,78957,311.343,57.139,4.59639,78154.5
sunglasses,78590,310.782,56.8369,4.62424,77774.5
sunglasses,78837,311.12,56.9822,4.60241,78026.5
sunglasses,78766,310.909,56.8947,4.6303,77882.5
sunglasses,78758,310.906,56.9146,4.60241,77927.5
sunglasses,78598,310.889,56.8789,4.60241,77784.5
sunglasses,78315,310.907,56.6467,4.64242,77489.5
sunglasses,78330,310.674,56.5291,4.60843,77518.5
sunglasses,78148,310.673,56.4749,4.60843,77337
sunglasses,78299,310.746,56.5512,4.60241,77489
sunglasses,78426,310.965,56.6163,4.60843,77600.5
sunglasses,78303,310.798,56.5721,4.60843,77491.5
sunglasses,78511,311.028,56.6533,4.60843,77692.5
sunglasses,78049,310.513,56.4429,4.64242,77231
sunglasses,78426,311.256,56.7537,4.61446,77613.5
sunglasses,78160,310.255,56.555,4.6303,77358
